"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
37.17	1.32	-1.12	8.33	9.13	7.15
37.17	1.32	-1.12	8.34	9.14	7.14
37.18	1.32	-1.12	8.33	9.12	7.15
37.18	1.32	-1.12	8.33	9.11	7.17
37.19	1.32	-1.12	8.33	9.10	7.18
37.19	1.32	-1.12	8.33	9.09	7.18
37.20	1.32	-1.12	8.33	9.09	7.19
37.21	1.32	-1.12	8.32	9.08	7.19
37.21	1.32	-1.12	8.34	9.08	7.20
37.22	1.32	-1.12	8.33	9.08	7.19
37.22	1.32	-1.13	8.33	9.09	7.18
37.23	1.32	-1.13	8.33	9.09	7.18
37.23	1.32	-1.13	8.33	9.09	7.19
37.24	1.32	-1.13	8.33	9.08	7.20
37.24	1.32	-1.13	8.34	9.07	7.21
37.25	1.32	-1.13	8.34	9.07	7.21
37.26	1.32	-1.13	8.34	9.06	7.22
37.26	1.32	-1.13	8.34	9.05	7.23
37.27	1.32	-1.13	8.34	9.05	7.23
37.27	1.32	-1.13	8.34	9.04	7.23
37.28	1.32	-1.13	8.33	9.04	7.24
37.28	1.32	-1.13	8.32	9.04	7.24
37.29	1.32	-1.13	8.34	9.05	7.22
37.29	1.32	-1.13	8.34	9.07	7.21
37.30	1.32	-1.13	8.33	9.07	7.21
37.31	1.32	-1.13	8.33	9.07	7.21
37.31	1.32	-1.13	8.33	9.06	7.22
37.32	1.32	-1.13	8.34	9.07	7.21
37.32	1.32	-1.13	8.33	9.06	7.22
37.33	1.32	-1.13	8.34	9.06	7.22
37.33	1.32	-1.13	8.34	9.06	7.22
37.34	1.32	-1.13	8.34	9.07	7.21
37.34	1.32	-1.13	8.34	9.09	7.19
37.35	1.33	-1.13	8.34	9.12	7.16
37.36	1.33	-1.13	8.34	9.15	7.13
37.36	1.33	-1.13	8.34	9.16	7.12
37.37	1.33	-1.13	8.34	9.16	7.12
37.37	1.33	-1.13	8.34	9.16	7.12
37.38	1.33	-1.13	8.33	9.15	7.13
37.38	1.33	-1.13	8.34	9.14	7.14
37.39	1.33	-1.13	8.34	9.13	7.15
37.39	1.33	-1.13	8.34	9.13	7.15
37.40	1.33	-1.13	8.34	9.12	7.16
37.41	1.33	-1.13	8.34	9.11	7.17
37.41	1.33	-1.13	8.33	9.10	7.17
37.42	1.33	-1.13	8.33	9.11	7.17
37.42	1.33	-1.13	8.34	9.11	7.17
37.43	1.33	-1.13	8.34	9.11	7.17
37.43	1.33	-1.13	8.33	9.11	7.17
37.44	1.33	-1.13	8.34	9.12	7.16
37.44	1.33	-1.13	8.33	9.13	7.15
37.45	1.33	-1.13	8.34	9.14	7.14
37.46	1.33	-1.13	8.34	9.14	7.14
37.46	1.33	-1.13	8.34	9.13	7.15
37.47	1.33	-1.13	8.34	9.12	7.16
37.47	1.33	-1.14	8.34	9.12	7.16
37.48	1.33	-1.14	8.34	9.11	7.17
37.48	1.33	-1.14	8.34	9.10	7.18
37.49	1.33	-1.14	8.34	9.09	7.19
37.49	1.33	-1.14	8.34	9.09	7.19
37.50	1.33	-1.14	8.33	9.09	7.19
37.51	1.33	-1.14	8.33	9.08	7.19
37.51	1.33	-1.14	8.34	9.08	7.20
37.52	1.33	-1.14	8.34	9.08	7.21
37.52	1.33	-1.14	8.34	9.07	7.21
37.53	1.33	-1.14	8.33	9.06	7.21
37.53	1.33	-1.14	8.34	9.08	7.20
37.54	1.33	-1.14	8.33	9.10	7.18
37.54	1.33	-1.14	8.34	9.11	7.17
37.55	1.33	-1.14	8.33	9.12	7.15
37.56	1.33	-1.14	8.34	9.14	7.14
37.56	1.33	-1.14	8.33	9.14	7.13
37.57	1.33	-1.14	8.34	9.14	7.14
37.57	1.33	-1.14	8.34	9.13	7.15
37.58	1.33	-1.14	8.33	9.12	7.16
37.58	1.33	-1.14	8.33	9.12	7.16
37.59	1.33	-1.14	8.33	9.11	7.16
37.59	1.33	-1.14	8.34	9.12	7.16
37.60	1.33	-1.14	8.35	9.13	7.15
37.61	1.33	-1.14	8.34	9.13	7.15
37.61	1.33	-1.14	8.34	9.13	7.15
37.62	1.33	-1.14	8.34	9.12	7.15
37.62	1.33	-1.14	8.34	9.12	7.16
37.63	1.33	-1.14	8.34	9.12	7.16
37.63	1.34	-1.14	8.34	9.11	7.17
37.64	1.34	-1.14	8.33	9.10	7.17
37.64	1.34	-1.14	8.34	9.10	7.18
37.65	1.34	-1.14	8.35	9.11	7.17
37.66	1.34	-1.14	8.34	9.11	7.17
37.66	1.34	-1.14	8.34	9.11	7.17
37.67	1.34	-1.14	8.34	9.10	7.18
37.67	1.34	-1.14	8.32	9.09	7.19
37.68	1.34	-1.14	8.34	9.09	7.19
37.68	1.34	-1.14	8.34	9.08	7.20
37.69	1.34	-1.14	8.34	9.08	7.20
37.69	1.34	-1.14	8.34	9.07	7.21
37.70	1.34	-1.14	8.33	9.06	7.21
37.71	1.34	-1.14	8.34	9.06	7.22
37.71	1.34	-1.14	8.33	9.05	7.23
37.72	1.34	-1.14	8.34	9.05	7.23
37.72	1.34	-1.14	8.34	9.05	7.23
37.73	1.34	-1.14	8.34	9.06	7.22
37.73	1.34	-1.14	8.34	9.08	7.20
37.74	1.34	-1.15	8.34	9.11	7.17
37.74	1.34	-1.15	8.33	9.13	7.15
37.75	1.34	-1.15	8.33	9.14	7.14
37.76	1.34	-1.15	8.34	9.15	7.13
37.76	1.34	-1.15	8.33	9.15	7.13
37.77	1.34	-1.15	8.34	9.15	7.13
37.77	1.34	-1.15	8.34	9.14	7.14
37.78	1.34	-1.15	8.34	9.14	7.14
37.78	1.34	-1.15	8.34	9.13	7.14
37.79	1.34	-1.15	8.35	9.14	7.14
37.79	1.34	-1.15	8.34	9.15	7.13
37.80	1.34	-1.15	8.34	9.14	7.14
37.81	1.34	-1.15	8.34	9.14	7.14
37.81	1.34	-1.15	8.35	9.14	7.14
37.82	1.34	-1.15	8.34	9.15	7.13
37.82	1.34	-1.15	8.34	9.14	7.14
37.83	1.34	-1.15	8.34	9.13	7.15
37.83	1.34	-1.15	8.34	9.12	7.16
37.84	1.34	-1.15	8.35	9.12	7.16
37.84	1.34	-1.15	8.35	9.12	7.16
37.85	1.34	-1.15	8.34	9.11	7.17
37.86	1.34	-1.15	8.34	9.11	7.17
37.86	1.34	-1.15	8.35	9.11	7.17
37.87	1.34	-1.15	8.32	9.11	7.16
37.87	1.34	-1.15	8.34	9.12	7.16
37.88	1.34	-1.15	8.34	9.13	7.15
37.88	1.34	-1.15	8.35	9.13	7.15
37.89	1.34	-1.15	8.34	9.13	7.15
37.89	1.34	-1.15	8.34	9.14	7.14
37.90	1.34	-1.15	8.35	9.14	7.15
37.91	1.34	-1.15	8.35	9.13	7.15
37.91	1.34	-1.15	8.33	9.14	7.14
37.92	1.35	-1.15	8.35	9.15	7.13
37.92	1.35	-1.15	8.34	9.16	7.12
37.93	1.35	-1.15	8.35	9.16	7.12
37.93	1.35	-1.15	8.34	9.15	7.13
37.94	1.35	-1.15	8.34	9.15	7.13
37.94	1.35	-1.15	8.35	9.14	7.14
37.95	1.35	-1.15	8.34	9.13	7.15
37.96	1.35	-1.15	8.35	9.12	7.16
37.96	1.35	-1.15	8.35	9.11	7.17
37.97	1.35	-1.15	8.35	9.10	7.18
37.97	1.35	-1.15	8.35	9.10	7.19
37.98	1.35	-1.15	8.34	9.09	7.19
37.98	1.35	-1.15	8.34	9.09	7.19
37.99	1.35	-1.15	8.34	9.09	7.19
37.99	1.35	-1.15	8.34	9.10	7.19
38.00	1.35	-1.15	8.35	9.10	7.18
38.01	1.35	-1.15	8.33	9.11	7.16
38.01	1.35	-1.16	8.34	9.13	7.15
38.02	1.35	-1.16	8.34	9.15	7.13
38.02	1.35	-1.16	8.35	9.16	7.13
38.03	1.35	-1.16	8.35	9.16	7.12
38.03	1.35	-1.16	8.34	9.16	7.12
38.04	1.35	-1.16	8.34	9.16	7.12
38.04	1.35	-1.16	8.34	9.15	7.13
38.05	1.35	-1.16	8.34	9.14	7.14
38.06	1.35	-1.16	8.35	9.13	7.15
38.06	1.35	-1.16	8.35	9.13	7.15
38.07	1.35	-1.16	8.35	9.13	7.16
38.07	1.35	-1.16	8.35	9.12	7.16
38.08	1.35	-1.16	8.35	9.11	7.17
38.08	1.35	-1.16	8.35	9.11	7.18
38.09	1.35	-1.16	8.35	9.10	7.19
38.09	1.35	-1.16	8.35	9.09	7.19
38.10	1.35	-1.16	8.35	9.09	7.20
38.11	1.35	-1.16	8.35	9.08	7.20
38.11	1.35	-1.16	8.34	9.08	7.20
38.12	1.35	-1.16	8.35	9.08	7.20
38.12	1.35	-1.16	8.35	9.08	7.21
38.13	1.35	-1.16	8.34	9.07	7.21
38.13	1.35	-1.16	8.35	9.07	7.21
38.14	1.35	-1.16	8.35	9.07	7.21
38.14	1.35	-1.16	8.35	9.07	7.22
38.15	1.35	-1.16	8.34	9.06	7.22
38.16	1.35	-1.16	8.35	9.06	7.22
38.16	1.35	-1.16	8.35	9.06	7.23
38.17	1.35	-1.16	8.35	9.06	7.22
38.17	1.35	-1.16	8.34	9.09	7.20
38.18	1.35	-1.16	8.34	9.11	7.17
38.18	1.35	-1.16	8.34	9.14	7.14
38.19	1.35	-1.16	8.34	9.16	7.12
38.19	1.35	-1.16	8.35	9.16	7.12
38.20	1.36	-1.16	8.34	9.15	7.13
38.21	1.36	-1.16	8.35	9.15	7.14
38.21	1.36	-1.16	8.34	9.13	7.15
38.22	1.36	-1.16	8.35	9.12	7.16
38.22	1.36	-1.16	8.35	9.11	7.17
38.23	1.36	-1.16	8.34	9.10	7.18
38.23	1.36	-1.16	8.36	9.10	7.19
38.24	1.36	-1.16	8.35	9.10	7.18
38.24	1.36	-1.16	8.34	9.10	7.18
38.25	1.36	-1.16	8.33	9.10	7.17
38.26	1.36	-1.16	8.34	9.11	7.17
38.26	1.36	-1.16	8.35	9.12	7.16
38.27	1.36	-1.16	8.34	9.13	7.15
38.27	1.36	-1.16	8.34	9.13	7.15
38.28	1.36	-1.17	8.34	9.12	7.16
38.28	1.36	-1.17	8.34	9.11	7.17
38.29	1.36	-1.17	8.34	9.10	7.18
38.29	1.36	-1.17	8.35	9.09	7.19
38.30	1.36	-1.17	8.34	9.09	7.19
38.31	1.36	-1.17	8.35	9.08	7.20
38.31	1.36	-1.17	8.35	9.08	7.20
38.32	1.36	-1.17	8.34	9.07	7.21
38.32	1.36	-1.17	8.34	9.06	7.22
38.33	1.36	-1.17	8.35	9.06	7.22
38.33	1.36	-1.17	8.33	9.05	7.23
38.34	1.36	-1.17	8.35	9.05	7.23
38.34	1.36	-1.17	8.34	9.05	7.23
38.35	1.36	-1.17	8.33	9.06	7.22
38.36	1.36	-1.17	8.35	9.09	7.20
38.36	1.36	-1.17	8.34	9.12	7.16
38.37	1.36	-1.17	8.33	9.13	7.14
38.37	1.36	-1.17	8.34	9.15	7.13
38.38	1.36	-1.17	8.34	9.15	7.13
38.38	1.36	-1.17	8.34	9.15	7.13
38.39	1.36	-1.17	8.34	9.15	7.13
38.39	1.36	-1.17	8.34	9.14	7.14
38.40	1.36	-1.17	8.34	9.14	7.14
38.41	1.36	-1.17	8.35	9.14	7.14
38.41	1.36	-1.17	8.35	9.14	7.14
38.42	1.36	-1.17	8.35	9.14	7.14
38.42	1.36	-1.17	8.34	9.14	7.14
38.43	1.36	-1.17	8.35	9.14	7.14
38.43	1.36	-1.17	8.34	9.14	7.14
38.44	1.36	-1.17	8.34	9.14	7.14
38.44	1.36	-1.17	8.35	9.15	7.13
38.45	1.36	-1.17	8.35	9.16	7.12
38.46	1.36	-1.17	8.34	9.16	7.12
38.46	1.36	-1.17	8.34	9.16	7.12
38.47	1.36	-1.17	8.34	9.15	7.13
38.47	1.36	-1.17	8.34	9.14	7.14
38.48	1.37	-1.17	8.34	9.13	7.15
38.48	1.37	-1.17	8.35	9.13	7.15
38.49	1.37	-1.17	8.34	9.13	7.15
38.49	1.37	-1.17	8.34	9.13	7.14
38.50	1.37	-1.17	8.34	9.14	7.14
38.51	1.37	-1.17	8.34	9.14	7.14
38.51	1.37	-1.17	8.34	9.13	7.15
38.52	1.37	-1.17	8.35	9.13	7.15
38.52	1.37	-1.17	8.34	9.13	7.15
38.53	1.37	-1.17	8.34	9.14	7.14
38.53	1.37	-1.18	8.34	9.14	7.14
38.54	1.37	-1.18	8.34	9.16	7.12
38.54	1.37	-1.18	8.34	9.17	7.11
38.55	1.37	-1.18	8.35	9.17	7.11
38.56	1.37	-1.18	8.34	9.16	7.12
38.56	1.37	-1.18	8.35	9.16	7.12
38.57	1.37	-1.18	8.34	9.15	7.13
38.57	1.37	-1.18	8.34	9.15	7.13
38.58	1.37	-1.18	8.34	9.14	7.14
38.58	1.37	-1.18	8.35	9.14	7.15
38.59	1.37	-1.18	8.35	9.13	7.16
38.59	1.37	-1.18	8.35	9.12	7.17
38.60	1.37	-1.18	8.35	9.11	7.17
38.61	1.37	-1.18	8.35	9.11	7.18
38.61	1.37	-1.18	8.34	9.10	7.18
38.62	1.37	-1.18	8.33	9.09	7.19
38.62	1.37	-1.18	8.33	9.09	7.18
38.63	1.37	-1.18	8.34	9.10	7.18
38.63	1.37	-1.18	8.34	9.11	7.17
38.64	1.37	-1.18	8.34	9.13	7.15
38.64	1.37	-1.18	8.34	9.14	7.14
38.65	1.37	-1.18	8.34	9.14	7.14
38.66	1.37	-1.18	8.34	9.13	7.15
38.66	1.37	-1.18	8.34	9.13	7.15
38.67	1.37	-1.18	8.35	9.12	7.16
38.67	1.37	-1.18	8.35	9.11	7.17
38.68	1.37	-1.18	8.35	9.11	7.18
38.68	1.37	-1.18	8.34	9.10	7.18
38.69	1.37	-1.18	8.34	9.09	7.19
38.69	1.37	-1.18	8.34	9.09	7.19
38.70	1.37	-1.18	8.34	9.09	7.19
38.71	1.37	-1.18	8.34	9.09	7.20
38.71	1.37	-1.18	8.35	9.08	7.20
38.72	1.37	-1.18	8.34	9.08	7.20
38.72	1.37	-1.18	8.34	9.07	7.20
38.73	1.37	-1.18	8.34	9.08	7.20
38.73	1.37	-1.18	8.34	9.09	7.19
38.74	1.37	-1.18	8.34	9.11	7.17
38.74	1.37	-1.18	8.34	9.13	7.15
38.75	1.37	-1.18	8.33	9.15	7.13
38.76	1.37	-1.18	8.33	9.16	7.12
38.76	1.38	-1.18	8.34	9.16	7.12
38.77	1.38	-1.18	8.34	9.15	7.13
38.77	1.38	-1.18	8.35	9.14	7.14
38.78	1.38	-1.18	8.35	9.13	7.15
38.78	1.38	-1.18	8.34	9.13	7.15
38.79	1.38	-1.18	8.33	9.13	7.15
38.79	1.38	-1.18	8.34	9.14	7.14
38.80	1.38	-1.18	8.35	9.15	7.14
38.81	1.38	-1.18	8.33	9.15	7.13
38.81	1.38	-1.18	8.34	9.16	7.12
38.82	1.38	-1.19	8.34	9.16	7.12
38.82	1.38	-1.19	8.33	9.15	7.12
38.83	1.38	-1.19	8.34	9.15	7.13
38.83	1.38	-1.19	8.35	9.15	7.13
38.84	1.38	-1.19	8.34	9.14	7.14
38.84	1.38	-1.19	8.35	9.14	7.14
38.85	1.38	-1.19	8.33	9.13	7.15
38.86	1.38	-1.19	8.34	9.12	7.15
38.86	1.38	-1.19	8.34	9.12	7.16
38.87	1.38	-1.19	8.34	9.11	7.17
38.87	1.38	-1.19	8.35	9.10	7.18
38.88	1.38	-1.19	8.34	9.10	7.18
38.88	1.38	-1.19	8.35	9.10	7.19
38.89	1.38	-1.19	8.34	9.09	7.19
38.89	1.38	-1.19	8.34	9.08	7.20
38.90	1.38	-1.19	8.35	9.08	7.20
38.91	1.38	-1.19	8.34	9.08	7.20
38.91	1.38	-1.19	8.34	9.09	7.19
38.92	1.38	-1.19	8.34	9.11	7.17
38.92	1.38	-1.19	8.34	9.15	7.13
38.93	1.38	-1.19	8.33	9.16	7.11
38.93	1.38	-1.19	8.34	9.17	7.11
38.94	1.38	-1.19	8.34	9.16	7.12
38.94	1.38	-1.19	8.34	9.15	7.13
38.95	1.38	-1.19	8.34	9.14	7.14
38.96	1.38	-1.19	8.34	9.13	7.15
38.96	1.38	-1.19	8.34	9.13	7.15
38.97	1.38	-1.19	8.34	9.14	7.14
38.97	1.38	-1.19	8.34	9.14	7.14
38.98	1.38	-1.19	8.34	9.15	7.13
38.98	1.38	-1.19	8.34	9.14	7.14
38.99	1.38	-1.19	8.34	9.14	7.14
38.99	1.38	-1.19	8.35	9.13	7.15
39.00	1.38	-1.19	8.34	9.13	7.15
39.01	1.38	-1.19	8.33	9.12	7.16
39.01	1.38	-1.19	8.33	9.13	7.15
39.02	1.38	-1.19	8.34	9.15	7.13
39.02	1.38	-1.19	8.33	9.15	7.12
39.03	1.38	-1.19	8.34	9.15	7.13
39.03	1.38	-1.19	8.33	9.15	7.13
39.04	1.38	-1.19	8.33	9.13	7.14
39.04	1.39	-1.19	8.34	9.12	7.16
39.05	1.39	-1.19	8.34	9.11	7.17
39.06	1.39	-1.19	8.34	9.10	7.17
39.06	1.39	-1.19	8.34	9.10	7.18
39.07	1.39	-1.19	8.34	9.10	7.18
39.07	1.39	-1.19	8.34	9.11	7.17
39.08	1.39	-1.19	8.33	9.12	7.16
39.08	1.39	-1.19	8.33	9.12	7.16
39.09	1.39	-1.19	8.34	9.13	7.15
39.09	1.39	-1.19	8.34	9.13	7.15
39.10	1.39	-1.20	8.34	9.13	7.15
39.11	1.39	-1.20	8.34	9.13	7.15
39.11	1.39	-1.20	8.34	9.13	7.15
39.12	1.39	-1.20	8.33	9.13	7.15
39.12	1.39	-1.20	8.34	9.13	7.15
39.13	1.39	-1.20	8.34	9.14	7.14
39.13	1.39	-1.20	8.34	9.14	7.13
39.14	1.39	-1.20	8.33	9.15	7.13
39.14	1.39	-1.20	8.34	9.15	7.13
39.15	1.39	-1.20	8.34	9.16	7.12
39.16	1.39	-1.20	8.34	9.17	7.10
39.16	1.39	-1.20	8.34	9.18	7.10
39.17	1.39	-1.20	8.33	9.17	7.11
39.17	1.39	-1.20	8.35	9.17	7.11
39.18	1.39	-1.20	8.34	9.16	7.12
39.18	1.39	-1.20	8.34	9.14	7.14
39.19	1.39	-1.20	8.34	9.14	7.14
39.19	1.39	-1.20	8.34	9.13	7.15
39.20	1.39	-1.20	8.34	9.12	7.16
39.21	1.39	-1.20	8.34	9.12	7.16
39.21	1.39	-1.20	8.34	9.11	7.17
39.22	1.39	-1.20	8.34	9.10	7.18
39.22	1.39	-1.20	8.34	9.10	7.18
39.23	1.39	-1.20	8.34	9.10	7.18
39.23	1.39	-1.20	8.33	9.10	7.17
39.24	1.39	-1.20	8.34	9.11	7.17
39.24	1.39	-1.20	8.34	9.11	7.17
39.25	1.39	-1.20	8.34	9.12	7.16
39.26	1.39	-1.20	8.34	9.12	7.16
39.26	1.39	-1.20	8.34	9.12	7.16
39.27	1.39	-1.20	8.34	9.15	7.13
39.27	1.39	-1.20	8.33	9.16	7.11
39.28	1.39	-1.20	8.34	9.18	7.10
39.28	1.39	-1.20	8.34	9.18	7.10
39.29	1.39	-1.20	8.34	9.17	7.11
39.29	1.39	-1.20	8.34	9.16	7.12
39.30	1.39	-1.20	8.34	9.15	7.13
39.31	1.39	-1.20	8.34	9.15	7.13
39.31	1.39	-1.20	8.35	9.15	7.14
39.32	1.39	-1.20	8.33	9.14	7.14
39.32	1.40	-1.20	8.33	9.13	7.15
39.33	1.40	-1.20	8.34	9.12	7.15
39.33	1.40	-1.20	8.34	9.12	7.16
39.34	1.40	-1.20	8.34	9.11	7.17
39.34	1.40	-1.20	8.34	9.11	7.18
39.35	1.40	-1.20	8.33	9.10	7.18
39.36	1.40	-1.20	8.34	9.09	7.19
39.36	1.40	-1.20	8.34	9.09	7.19
39.37	1.40	-1.20	8.34	9.09	7.20
39.37	1.40	-1.20	8.34	9.08	7.20
39.38	1.40	-1.20	8.34	9.08	7.20
39.38	1.40	-1.20	8.34	9.08	7.20
39.39	1.40	-1.21	8.34	9.08	7.20
39.39	1.40	-1.21	8.34	9.09	7.19
39.40	1.40	-1.21	8.33	9.12	7.15
39.41	1.40	-1.21	8.33	9.14	7.14
39.41	1.40	-1.21	8.33	9.15	7.13
39.42	1.40	-1.21	8.34	9.15	7.12
39.42	1.40	-1.21	8.33	9.15	7.13
39.43	1.40	-1.21	8.33	9.15	7.13
39.43	1.40	-1.21	8.34	9.15	7.13
39.44	1.40	-1.21	8.34	9.14	7.14
39.44	1.40	-1.21	8.33	9.14	7.14
39.45	1.40	-1.21	8.33	9.13	7.15
39.46	1.40	-1.21	8.34	9.13	7.15
39.46	1.40	-1.21	8.34	9.13	7.15
39.47	1.40	-1.21	8.33	9.13	7.14
39.47	1.40	-1.21	8.33	9.14	7.14
39.48	1.40	-1.21	8.33	9.14	7.14
39.48	1.40	-1.21	8.33	9.14	7.14
39.49	1.40	-1.21	8.32	9.14	7.14
39.49	1.40	-1.21	8.32	9.14	7.13
39.50	1.40	-1.21	8.32	9.14	7.14
39.51	1.40	-1.21	8.33	9.14	7.14
39.51	1.40	-1.21	8.33	9.13	7.14
39.52	1.40	-1.21	8.33	9.13	7.15
39.52	1.40	-1.21	8.33	9.13	7.15
39.53	1.40	-1.21	8.33	9.13	7.15
39.53	1.40	-1.21	8.33	9.13	7.15
39.54	1.40	-1.21	8.32	9.14	7.14
39.54	1.40	-1.21	8.33	9.15	7.13
39.55	1.40	-1.21	8.33	9.16	7.12
39.56	1.40	-1.21	8.32	9.16	7.12
39.56	1.40	-1.21	8.32	9.16	7.11
39.57	1.40	-1.21	8.32	9.16	7.12
39.57	1.40	-1.21	8.33	9.16	7.12
39.58	1.40	-1.21	8.32	9.15	7.12
39.58	1.40	-1.21	8.32	9.14	7.13
39.59	1.40	-1.21	8.32	9.14	7.14
39.59	1.40	-1.21	8.32	9.13	7.14
39.60	1.40	-1.21	8.33	9.13	7.15
39.61	1.41	-1.21	8.32	9.13	7.14
39.61	1.41	-1.21	8.32	9.14	7.14
39.62	1.41	-1.21	8.31	9.15	7.12
39.62	1.41	-1.21	8.32	9.15	7.12
39.63	1.41	-1.21	8.33	9.16	7.11
39.63	1.41	-1.21	8.32	9.17	7.11
39.64	1.41	-1.21	8.32	9.17	7.11
39.64	1.41	-1.21	8.31	9.15	7.12
39.65	1.41	-1.21	8.32	9.14	7.13
39.66	1.41	-1.21	8.31	9.13	7.14
39.66	1.41	-1.21	8.31	9.12	7.15
39.67	1.41	-1.21	8.32	9.12	7.15
39.67	1.41	-1.21	8.31	9.11	7.16
39.68	1.41	-1.21	8.31	9.11	7.16
39.68	1.41	-1.21	8.31	9.12	7.16
39.69	1.41	-1.22	8.30	9.12	7.15
39.69	1.41	-1.22	8.31	9.13	7.14
39.70	1.41	-1.22	8.31	9.14	7.13
39.71	1.41	-1.22	8.30	9.14	7.13
39.71	1.41	-1.22	8.31	9.15	7.12
39.72	1.41	-1.22	8.31	9.15	7.12
39.72	1.41	-1.22	8.30	9.15	7.12
39.73	1.41	-1.22	8.31	9.14	7.13
39.73	1.41	-1.22	8.31	9.14	7.13
39.74	1.41	-1.22	8.31	9.13	7.14
39.74	1.41	-1.22	8.30	9.12	7.14
39.75	1.41	-1.22	8.31	9.12	7.15
39.76	1.41	-1.22	8.30	9.11	7.16
39.76	1.41	-1.22	8.30	9.11	7.16
39.77	1.41	-1.22	8.31	9.11	7.16
39.77	1.41	-1.22	8.31	9.11	7.16
39.78	1.41	-1.22	8.31	9.11	7.16
39.78	1.41	-1.22	8.31	9.11	7.15
39.79	1.41	-1.22	8.30	9.12	7.15
39.79	1.41	-1.22	8.29	9.11	7.15
39.80	1.41	-1.22	8.31	9.12	7.15
39.81	1.41	-1.22	8.29	9.12	7.14
39.81	1.41	-1.22	8.30	9.14	7.13
39.82	1.41	-1.22	8.28	9.14	7.12
39.82	1.41	-1.22	8.30	9.16	7.11
39.83	1.41	-1.22	8.30	9.15	7.11
39.83	1.41	-1.22	8.29	9.15	7.11
39.84	1.41	-1.22	8.29	9.14	7.12
39.84	1.41	-1.22	8.30	9.14	7.12
39.85	1.41	-1.22	8.30	9.13	7.13
39.86	1.41	-1.22	8.30	9.14	7.13
39.86	1.41	-1.22	8.29	9.13	7.13
39.87	1.41	-1.22	8.30	9.14	7.13
39.87	1.41	-1.22	8.29	9.13	7.13
39.88	1.41	-1.22	8.30	9.13	7.14
39.88	1.41	-1.22	8.29	9.13	7.14
39.89	1.42	-1.22	8.30	9.13	7.14
39.89	1.42	-1.22	8.30	9.12	7.14
39.90	1.42	-1.22	8.29	9.12	7.15
39.91	1.42	-1.22	8.29	9.12	7.15
39.91	1.42	-1.22	8.29	9.11	7.15
39.92	1.42	-1.22	8.29	9.11	7.16
39.92	1.42	-1.22	8.29	9.11	7.15
39.93	1.42	-1.22	8.30	9.11	7.15
39.93	1.42	-1.22	8.28	9.11	7.15
39.94	1.42	-1.22	8.30	9.11	7.15
39.94	1.42	-1.22	8.29	9.11	7.16
39.95	1.42	-1.22	8.29	9.10	7.16
39.96	1.42	-1.22	8.29	9.10	7.17
39.96	1.42	-1.22	8.29	9.10	7.17
39.97	1.42	-1.22	8.29	9.10	7.16
39.97	1.42	-1.22	8.29	9.11	7.15
39.98	1.42	-1.22	8.28	9.12	7.14
39.98	1.42	-1.22	8.29	9.14	7.12
39.99	1.42	-1.23	8.29	9.15	7.11
39.99	1.42	-1.23	8.28	9.15	7.11
40.00	1.42	-1.23	8.29	9.16	7.10
40.01	1.42	-1.23	8.28	9.15	7.11
40.01	1.42	-1.23	8.29	9.15	7.11
40.02	1.42	-1.23	8.29	9.15	7.11
40.02	1.42	-1.23	8.29	9.16	7.10
40.03	1.42	-1.23	8.29	9.16	7.10
40.03	1.42	-1.23	8.29	9.17	7.09
40.04	1.42	-1.23	8.29	9.17	7.09
40.04	1.42	-1.23	8.29	9.17	7.10
40.05	1.42	-1.23	8.29	9.16	7.10
40.06	1.42	-1.23	8.29	9.16	7.11
40.06	1.42	-1.23	8.28	9.15	7.11
40.07	1.42	-1.23	8.29	9.15	7.11
40.07	1.42	-1.23	8.28	9.14	7.12
40.08	1.42	-1.23	8.28	9.14	7.12
40.08	1.42	-1.23	8.29	9.14	7.13
40.09	1.42	-1.23	8.28	9.13	7.13
40.09	1.42	-1.23	8.29	9.12	7.14
40.10	1.42	-1.23	8.28	9.13	7.13
40.11	1.42	-1.23	8.28	9.13	7.13
40.11	1.42	-1.23	8.28	9.15	7.11
40.12	1.42	-1.23	8.28	9.17	7.09
40.12	1.42	-1.23	8.29	9.18	7.09
40.13	1.42	-1.23	8.28	9.17	7.09
40.13	1.42	-1.23	8.29	9.17	7.09
40.14	1.42	-1.23	8.27	9.17	7.09
40.14	1.42	-1.23	8.29	9.16	7.10
40.15	1.42	-1.23	8.29	9.16	7.11
40.16	1.42	-1.23	8.28	9.15	7.11
40.16	1.42	-1.23	8.28	9.14	7.12
40.17	1.42	-1.23	8.29	9.14	7.12
40.17	1.43	-1.23	8.28	9.13	7.13
40.18	1.43	-1.23	8.29	9.13	7.14
40.18	1.43	-1.23	8.28	9.12	7.14
40.19	1.43	-1.23	8.28	9.12	7.14
40.19	1.43	-1.23	8.29	9.12	7.14
40.20	1.43	-1.23	8.28	9.12	7.14
40.21	1.43	-1.23	8.28	9.13	7.13
40.21	1.43	-1.23	8.29	9.13	7.13
40.22	1.43	-1.23	8.28	9.14	7.12
40.22	1.43	-1.23	8.28	9.16	7.10
40.23	1.43	-1.23	8.28	9.17	7.09
40.23	1.43	-1.23	8.28	9.18	7.08
40.24	1.43	-1.23	8.28	9.17	7.09
40.24	1.43	-1.23	8.28	9.17	7.09
40.25	1.43	-1.23	8.28	9.17	7.09
40.26	1.43	-1.23	8.27	9.16	7.10
