"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
9.12	0.33	-0.21	6.70	9.72	5.32
9.13	0.33	-0.21	6.70	9.72	5.32
9.13	0.33	-0.21	6.71	9.71	5.32
9.14	0.33	-0.21	6.71	9.71	5.32
9.14	0.33	-0.21	6.71	9.71	5.32
9.15	0.33	-0.21	6.72	9.71	5.33
9.16	0.33	-0.21	6.72	9.71	5.33
9.16	0.33	-0.21	6.72	9.71	5.33
9.17	0.33	-0.21	6.72	9.71	5.33
9.17	0.33	-0.21	6.73	9.71	5.33
9.18	0.33	-0.21	6.73	9.70	5.34
9.18	0.33	-0.21	6.73	9.70	5.34
9.19	0.33	-0.21	6.73	9.70	5.34
9.19	0.33	-0.21	6.73	9.70	5.34
9.20	0.33	-0.21	6.74	9.71	5.34
9.21	0.33	-0.21	6.74	9.71	5.34
9.21	0.33	-0.21	6.74	9.71	5.34
9.22	0.33	-0.21	6.75	9.71	5.34
9.22	0.33	-0.21	6.75	9.71	5.34
9.23	0.33	-0.21	6.75	9.71	5.34
9.23	0.33	-0.21	6.75	9.71	5.34
9.24	0.33	-0.22	6.76	9.71	5.34
9.24	0.33	-0.22	6.76	9.72	5.34
9.25	0.33	-0.22	6.76	9.71	5.34
9.26	0.33	-0.22	6.76	9.71	5.35
9.26	0.33	-0.22	6.77	9.70	5.36
9.27	0.33	-0.22	6.77	9.70	5.36
9.27	0.33	-0.22	6.77	9.70	5.36
9.28	0.33	-0.22	6.78	9.71	5.35
9.28	0.33	-0.22	6.78	9.71	5.35
9.29	0.33	-0.22	6.78	9.71	5.35
9.29	0.33	-0.22	6.78	9.71	5.35
9.30	0.33	-0.22	6.78	9.71	5.35
9.31	0.33	-0.22	6.79	9.70	5.36
9.31	0.33	-0.22	6.79	9.69	5.37
9.32	0.33	-0.22	6.79	9.70	5.37
9.32	0.33	-0.22	6.79	9.71	5.36
9.33	0.33	-0.22	6.80	9.71	5.36
9.33	0.34	-0.22	6.80	9.71	5.36
9.34	0.34	-0.22	6.80	9.70	5.37
9.34	0.34	-0.22	6.81	9.71	5.36
9.35	0.34	-0.22	6.81	9.70	5.37
9.36	0.34	-0.22	6.81	9.71	5.37
9.36	0.34	-0.22	6.81	9.71	5.36
9.37	0.34	-0.22	6.82	9.70	5.37
9.37	0.34	-0.22	6.82	9.69	5.38
9.38	0.34	-0.22	6.82	9.69	5.38
9.38	0.34	-0.22	6.82	9.69	5.38
9.39	0.34	-0.22	6.83	9.70	5.37
9.39	0.34	-0.22	6.83	9.71	5.37
9.40	0.34	-0.22	6.83	9.70	5.38
9.41	0.34	-0.22	6.83	9.71	5.37
9.41	0.34	-0.22	6.84	9.71	5.37
9.42	0.34	-0.22	6.84	9.70	5.38
9.42	0.34	-0.22	6.84	9.69	5.39
9.43	0.34	-0.22	6.84	9.70	5.38
9.43	0.34	-0.22	6.85	9.70	5.38
9.44	0.34	-0.22	6.85	9.71	5.37
9.44	0.34	-0.22	6.85	9.71	5.38
9.45	0.34	-0.22	6.86	9.70	5.39
9.46	0.34	-0.22	6.86	9.69	5.40
9.46	0.34	-0.22	6.86	9.69	5.40
9.47	0.34	-0.22	6.86	9.70	5.39
9.47	0.34	-0.22	6.87	9.71	5.38
9.48	0.34	-0.22	6.87	9.71	5.38
9.48	0.34	-0.22	6.87	9.70	5.39
9.49	0.34	-0.22	6.87	9.70	5.39
9.49	0.34	-0.22	6.87	9.70	5.39
9.50	0.34	-0.22	6.88	9.70	5.39
9.51	0.34	-0.22	6.88	9.70	5.39
9.51	0.34	-0.22	6.88	9.70	5.39
9.52	0.34	-0.22	6.88	9.70	5.39
9.52	0.34	-0.22	6.89	9.70	5.40
9.53	0.34	-0.22	6.89	9.69	5.41
9.53	0.34	-0.22	6.89	9.69	5.41
9.54	0.34	-0.22	6.89	9.70	5.40
9.54	0.34	-0.22	6.90	9.71	5.39
9.55	0.34	-0.22	6.90	9.71	5.39
9.56	0.34	-0.22	6.90	9.71	5.39
9.56	0.34	-0.22	6.91	9.70	5.40
9.57	0.34	-0.22	6.91	9.69	5.41
9.57	0.34	-0.22	6.91	9.69	5.42
9.58	0.34	-0.22	6.91	9.70	5.41
9.58	0.34	-0.22	6.92	9.71	5.40
9.59	0.34	-0.22	6.92	9.71	5.39
9.59	0.34	-0.22	6.92	9.71	5.40
9.60	0.34	-0.22	6.92	9.71	5.40
9.61	0.34	-0.22	6.92	9.71	5.40
9.61	0.35	-0.22	6.93	9.70	5.41
9.62	0.35	-0.22	6.93	9.69	5.42
9.62	0.35	-0.23	6.93	9.70	5.42
9.63	0.35	-0.22	6.94	9.70	5.41
9.63	0.35	-0.23	6.94	9.71	5.41
9.64	0.35	-0.23	6.94	9.70	5.41
9.64	0.35	-0.23	6.94	9.71	5.41
9.65	0.35	-0.23	6.95	9.70	5.41
9.66	0.35	-0.23	6.95	9.70	5.42
9.66	0.35	-0.23	6.95	9.69	5.43
9.67	0.35	-0.23	6.96	9.69	5.43
9.67	0.35	-0.23	6.96	9.69	5.43
9.68	0.35	-0.23	6.96	9.70	5.42
9.68	0.35	-0.23	6.96	9.70	5.42
9.69	0.35	-0.23	6.97	9.70	5.43
9.69	0.35	-0.23	6.97	9.70	5.43
9.70	0.35	-0.23	6.97	9.70	5.42
9.71	0.35	-0.23	6.97	9.70	5.42
9.71	0.35	-0.23	6.97	9.70	5.43
9.72	0.35	-0.23	6.98	9.70	5.42
9.72	0.35	-0.23	6.98	9.70	5.43
9.73	0.35	-0.23	6.98	9.69	5.43
9.73	0.35	-0.23	6.99	9.69	5.44
9.74	0.35	-0.23	6.99	9.69	5.44
9.74	0.35	-0.23	6.99	9.70	5.43
9.75	0.35	-0.23	6.99	9.70	5.43
9.76	0.35	-0.23	7.00	9.69	5.44
9.76	0.35	-0.23	7.00	9.70	5.43
9.77	0.35	-0.23	7.00	9.70	5.44
9.77	0.35	-0.23	7.00	9.69	5.44
9.78	0.35	-0.23	7.01	9.69	5.45
9.78	0.35	-0.23	7.01	9.69	5.44
9.79	0.35	-0.23	7.01	9.70	5.43
9.79	0.35	-0.23	7.01	9.70	5.44
9.80	0.35	-0.23	7.01	9.70	5.44
9.81	0.35	-0.23	7.02	9.70	5.44
9.81	0.35	-0.23	7.02	9.70	5.44
9.82	0.35	-0.23	7.02	9.69	5.45
9.82	0.35	-0.23	7.03	9.68	5.46
9.83	0.35	-0.23	7.03	9.69	5.45
9.83	0.35	-0.23	7.03	9.69	5.45
9.84	0.35	-0.23	7.03	9.70	5.44
9.84	0.35	-0.23	7.03	9.70	5.45
9.85	0.35	-0.23	7.04	9.69	5.45
9.86	0.35	-0.23	7.04	9.69	5.46
9.86	0.35	-0.23	7.04	9.69	5.46
9.87	0.35	-0.23	7.05	9.70	5.45
9.87	0.35	-0.23	7.05	9.70	5.45
9.88	0.35	-0.23	7.05	9.70	5.45
9.88	0.36	-0.23	7.05	9.69	5.46
9.89	0.36	-0.23	7.05	9.69	5.46
9.89	0.36	-0.23	7.06	9.69	5.46
9.90	0.36	-0.23	7.06	9.70	5.46
9.91	0.36	-0.23	7.06	9.70	5.46
9.91	0.36	-0.23	7.07	9.69	5.46
9.92	0.36	-0.23	7.07	9.69	5.47
9.92	0.36	-0.23	7.07	9.69	5.47
9.93	0.36	-0.23	7.07	9.69	5.46
9.93	0.36	-0.23	7.08	9.69	5.47
9.94	0.36	-0.23	7.08	9.69	5.47
9.94	0.36	-0.23	7.08	9.69	5.47
9.95	0.36	-0.23	7.08	9.69	5.47
9.96	0.36	-0.23	7.09	9.69	5.48
9.96	0.36	-0.23	7.09	9.69	5.47
9.97	0.36	-0.23	7.09	9.69	5.47
9.97	0.36	-0.23	7.09	9.69	5.48
9.98	0.36	-0.23	7.10	9.69	5.48
9.98	0.36	-0.23	7.10	9.69	5.47
9.99	0.36	-0.23	7.10	9.70	5.47
9.99	0.36	-0.23	7.10	9.69	5.48
10.00	0.36	-0.23	7.11	9.69	5.48
10.01	0.36	-0.23	7.11	9.69	5.48
10.01	0.36	-0.23	7.11	9.69	5.49
10.02	0.36	-0.24	7.11	9.69	5.48
10.02	0.36	-0.23	7.11	9.69	5.48
10.03	0.36	-0.24	7.12	9.68	5.49
10.03	0.36	-0.24	7.12	9.69	5.48
10.04	0.36	-0.24	7.12	9.69	5.49
10.04	0.36	-0.24	7.13	9.68	5.49
10.05	0.36	-0.24	7.13	9.69	5.49
10.06	0.36	-0.24	7.13	9.68	5.50
10.06	0.36	-0.24	7.14	9.68	5.50
10.07	0.36	-0.24	7.14	9.68	5.50
10.07	0.36	-0.24	7.14	9.68	5.50
10.08	0.36	-0.24	7.14	9.69	5.49
10.08	0.36	-0.24	7.14	9.69	5.49
10.09	0.36	-0.24	7.15	9.69	5.49
10.09	0.36	-0.24	7.15	9.68	5.51
10.10	0.36	-0.24	7.15	9.67	5.51
10.11	0.36	-0.24	7.15	9.68	5.50
10.11	0.36	-0.24	7.16	9.69	5.50
10.12	0.36	-0.24	7.16	9.69	5.49
10.12	0.36	-0.24	7.16	9.69	5.50
10.13	0.36	-0.24	7.16	9.68	5.51
10.13	0.36	-0.24	7.16	9.67	5.51
10.14	0.36	-0.24	7.17	9.67	5.52
10.14	0.36	-0.24	7.17	9.68	5.51
10.15	0.36	-0.24	7.17	9.69	5.50
10.16	0.36	-0.24	7.18	9.69	5.50
10.16	0.37	-0.24	7.18	9.69	5.51
10.17	0.37	-0.24	7.18	9.68	5.51
10.17	0.37	-0.24	7.18	9.67	5.52
10.18	0.37	-0.24	7.19	9.68	5.52
10.18	0.37	-0.24	7.19	9.68	5.51
10.19	0.37	-0.24	7.19	9.69	5.50
10.19	0.37	-0.24	7.19	9.69	5.51
10.20	0.37	-0.24	7.19	9.68	5.52
10.21	0.37	-0.24	7.20	9.67	5.53
10.21	0.37	-0.24	7.20	9.68	5.52
10.22	0.37	-0.24	7.20	9.69	5.52
10.22	0.37	-0.24	7.21	9.69	5.51
10.23	0.37	-0.24	7.21	9.69	5.51
10.23	0.37	-0.24	7.21	9.68	5.52
10.24	0.37	-0.24	7.21	9.69	5.52
10.24	0.37	-0.24	7.21	9.68	5.52
10.25	0.37	-0.24	7.22	9.68	5.52
10.26	0.37	-0.24	7.22	9.68	5.52
10.26	0.37	-0.24	7.22	9.68	5.52
10.27	0.37	-0.24	7.22	9.69	5.52
10.27	0.37	-0.24	7.22	9.68	5.53
10.28	0.37	-0.24	7.23	9.68	5.53
10.28	0.37	-0.24	7.23	9.68	5.53
10.29	0.37	-0.24	7.23	9.68	5.53
10.29	0.37	-0.24	7.24	9.69	5.53
10.30	0.37	-0.24	7.24	9.68	5.53
10.31	0.37	-0.24	7.24	9.68	5.54
10.31	0.37	-0.24	7.25	9.67	5.55
10.32	0.37	-0.24	7.25	9.67	5.54
10.32	0.37	-0.24	7.25	9.67	5.54
10.33	0.37	-0.24	7.25	9.68	5.54
10.33	0.37	-0.24	7.25	9.68	5.54
10.34	0.37	-0.24	7.25	9.68	5.54
10.34	0.37	-0.24	7.26	9.68	5.54
10.35	0.37	-0.24	7.26	9.68	5.54
10.36	0.37	-0.24	7.26	9.68	5.54
10.36	0.37	-0.24	7.27	9.68	5.54
10.37	0.37	-0.24	7.27	9.68	5.54
10.37	0.37	-0.24	7.27	9.67	5.55
10.38	0.37	-0.24	7.27	9.68	5.55
10.38	0.37	-0.24	7.28	9.68	5.55
10.39	0.37	-0.24	7.28	9.68	5.55
10.39	0.37	-0.24	7.28	9.68	5.55
10.40	0.37	-0.24	7.28	9.68	5.55
10.41	0.37	-0.24	7.28	9.68	5.55
10.41	0.37	-0.24	7.29	9.68	5.55
10.42	0.37	-0.24	7.29	9.67	5.56
10.42	0.37	-0.24	7.29	9.67	5.56
10.43	0.37	-0.25	7.30	9.67	5.56
10.43	0.37	-0.25	7.30	9.68	5.55
10.44	0.38	-0.25	7.30	9.69	5.55
10.44	0.38	-0.25	7.30	9.69	5.55
10.45	0.38	-0.25	7.31	9.68	5.55
10.46	0.38	-0.25	7.31	9.68	5.56
10.46	0.38	-0.25	7.31	9.67	5.56
10.47	0.38	-0.25	7.31	9.68	5.56
10.47	0.38	-0.25	7.32	9.68	5.56
10.48	0.38	-0.25	7.32	9.69	5.55
10.48	0.38	-0.25	7.32	9.69	5.55
10.49	0.38	-0.25	7.32	9.68	5.56
10.49	0.38	-0.25	7.32	9.67	5.57
10.50	0.38	-0.25	7.33	9.67	5.57
10.51	0.38	-0.25	7.33	9.67	5.57
10.51	0.38	-0.25	7.33	9.68	5.56
10.52	0.38	-0.25	7.33	9.69	5.56
10.52	0.38	-0.25	7.34	9.68	5.56
10.53	0.38	-0.25	7.34	9.68	5.57
10.53	0.38	-0.25	7.34	9.67	5.58
10.54	0.38	-0.25	7.34	9.67	5.58
10.54	0.38	-0.25	7.35	9.68	5.57
10.55	0.38	-0.25	7.35	9.69	5.56
10.56	0.38	-0.25	7.35	9.69	5.56
10.56	0.38	-0.25	7.36	9.70	5.55
10.57	0.38	-0.25	7.36	9.70	5.55
10.57	0.38	-0.25	7.36	9.70	5.55
10.58	0.38	-0.25	7.36	9.70	5.56
10.58	0.38	-0.25	7.36	9.71	5.54
10.59	0.38	-0.25	7.37	9.71	5.54
10.59	0.38	-0.25	7.37	9.70	5.55
10.60	0.38	-0.25	7.37	9.69	5.57
10.61	0.38	-0.25	7.37	9.69	5.56
10.61	0.38	-0.25	7.37	9.71	5.55
10.62	0.38	-0.25	7.38	9.72	5.54
10.62	0.38	-0.25	7.38	9.72	5.54
10.63	0.38	-0.25	7.38	9.71	5.55
10.63	0.38	-0.25	7.38	9.70	5.56
10.64	0.38	-0.25	7.39	9.68	5.58
10.64	0.38	-0.25	7.40	9.67	5.59
10.65	0.38	-0.25	7.39	9.66	5.60
10.66	0.38	-0.25	7.39	9.67	5.60
10.66	0.38	-0.25	7.40	9.68	5.59
10.67	0.38	-0.25	7.40	9.69	5.58
10.67	0.38	-0.25	7.40	9.70	5.57
10.68	0.38	-0.25	7.40	9.70	5.56
10.68	0.38	-0.25	7.41	9.70	5.57
10.69	0.38	-0.25	7.41	9.69	5.58
10.69	0.38	-0.25	7.41	9.68	5.59
10.70	0.38	-0.25	7.41	9.68	5.59
10.71	0.38	-0.25	7.42	9.68	5.59
10.71	0.39	-0.25	7.42	9.71	5.57
10.72	0.39	-0.25	7.42	9.72	5.56
10.72	0.39	-0.25	7.42	9.72	5.56
10.73	0.39	-0.25	7.42	9.70	5.57
10.73	0.39	-0.25	7.43	9.69	5.59
10.74	0.39	-0.25	7.43	9.68	5.60
10.74	0.39	-0.25	7.43	9.66	5.61
10.75	0.39	-0.25	7.43	9.67	5.61
10.76	0.39	-0.25	7.44	9.67	5.61
10.76	0.39	-0.25	7.44	9.68	5.60
10.77	0.39	-0.25	7.44	9.68	5.60
10.77	0.39	-0.25	7.45	9.67	5.61
10.78	0.39	-0.25	7.45	9.67	5.62
10.78	0.39	-0.25	7.45	9.67	5.61
10.79	0.39	-0.25	7.45	9.68	5.61
10.79	0.39	-0.25	7.45	9.69	5.60
10.80	0.39	-0.25	7.45	9.69	5.59
10.81	0.39	-0.25	7.46	9.70	5.59
10.81	0.39	-0.25	7.46	9.69	5.59
10.82	0.39	-0.25	7.46	9.68	5.60
10.82	0.39	-0.26	7.47	9.69	5.60
10.83	0.39	-0.26	7.47	9.69	5.60
10.83	0.39	-0.26	7.47	9.68	5.61
10.84	0.39	-0.26	7.47	9.67	5.62
10.84	0.39	-0.26	7.47	9.68	5.61
10.85	0.39	-0.26	7.48	9.68	5.61
10.86	0.39	-0.26	7.48	9.68	5.62
10.86	0.39	-0.26	7.48	9.67	5.62
10.87	0.39	-0.26	7.49	9.66	5.63
10.87	0.39	-0.26	7.49	9.67	5.63
10.88	0.39	-0.26	7.49	9.67	5.62
10.88	0.39	-0.26	7.49	9.68	5.62
10.89	0.39	-0.26	7.49	9.68	5.62
10.89	0.39	-0.26	7.50	9.69	5.61
10.90	0.39	-0.26	7.50	9.71	5.59
10.91	0.39	-0.26	7.50	9.71	5.59
10.91	0.39	-0.26	7.51	9.70	5.60
10.92	0.39	-0.26	7.51	9.69	5.61
10.92	0.39	-0.26	7.51	9.68	5.63
10.93	0.39	-0.26	7.51	9.67	5.63
10.93	0.39	-0.26	7.51	9.67	5.63
10.94	0.39	-0.26	7.52	9.67	5.64
10.94	0.39	-0.26	7.52	9.67	5.64
10.95	0.39	-0.26	7.52	9.67	5.64
10.96	0.39	-0.26	7.52	9.67	5.64
10.96	0.39	-0.26	7.53	9.67	5.64
10.97	0.39	-0.26	7.53	9.67	5.64
10.97	0.39	-0.26	7.53	9.67	5.64
10.98	0.39	-0.26	7.53	9.67	5.64
10.98	0.39	-0.26	7.53	9.67	5.64
10.99	0.40	-0.26	7.54	9.67	5.64
10.99	0.40	-0.26	7.54	9.67	5.64
11.00	0.40	-0.26	7.54	9.67	5.64
11.01	0.40	-0.26	7.55	9.67	5.65
11.01	0.40	-0.26	7.54	9.67	5.65
11.02	0.40	-0.26	7.55	9.67	5.65
11.02	0.40	-0.26	7.55	9.68	5.64
11.03	0.40	-0.26	7.56	9.68	5.64
11.03	0.40	-0.26	7.57	9.68	5.65
11.04	0.40	-0.26	7.56	9.67	5.65
11.04	0.40	-0.26	7.56	9.67	5.65
11.05	0.40	-0.26	7.57	9.67	5.65
11.06	0.40	-0.26	7.57	9.67	5.65
11.06	0.40	-0.26	7.57	9.67	5.65
11.07	0.40	-0.26	7.57	9.66	5.66
11.07	0.40	-0.26	7.57	9.67	5.65
11.08	0.40	-0.26	7.57	9.67	5.66
11.08	0.40	-0.26	7.58	9.66	5.67
11.09	0.40	-0.26	7.58	9.66	5.66
11.09	0.40	-0.26	7.58	9.67	5.66
11.10	0.40	-0.26	7.59	9.67	5.66
11.11	0.40	-0.26	7.59	9.67	5.65
11.11	0.40	-0.26	7.59	9.67	5.66
11.12	0.40	-0.26	7.59	9.66	5.68
11.12	0.40	-0.26	7.60	9.65	5.68
11.13	0.40	-0.26	7.60	9.66	5.67
11.13	0.40	-0.26	7.60	9.68	5.66
11.14	0.40	-0.26	7.60	9.68	5.66
11.14	0.40	-0.26	7.60	9.68	5.65
11.15	0.40	-0.26	7.61	9.68	5.65
11.16	0.40	-0.26	7.61	9.67	5.66
11.16	0.40	-0.26	7.61	9.68	5.66
11.17	0.40	-0.26	7.61	9.67	5.66
11.17	0.40	-0.26	7.62	9.68	5.66
11.18	0.40	-0.26	7.62	9.68	5.66
11.18	0.40	-0.26	7.62	9.67	5.67
11.19	0.40	-0.26	7.62	9.68	5.67
11.19	0.40	-0.26	7.63	9.67	5.67
11.20	0.40	-0.26	7.63	9.67	5.68
11.21	0.40	-0.26	7.63	9.67	5.67
11.21	0.40	-0.26	7.63	9.67	5.68
11.22	0.40	-0.26	7.64	9.67	5.67
11.22	0.40	-0.27	7.64	9.68	5.67
11.23	0.40	-0.27	7.64	9.67	5.68
11.23	0.40	-0.27	7.64	9.66	5.68
11.24	0.40	-0.27	7.64	9.67	5.68
11.24	0.40	-0.27	7.65	9.67	5.68
11.25	0.40	-0.27	7.65	9.68	5.67
11.26	0.40	-0.27	7.65	9.68	5.67
11.26	0.41	-0.27	7.65	9.67	5.68
11.27	0.41	-0.27	7.66	9.68	5.67
11.27	0.41	-0.27	7.66	9.67	5.68
11.28	0.41	-0.27	7.66	9.68	5.67
11.28	0.41	-0.27	7.66	9.68	5.67
11.29	0.41	-0.27	7.67	9.67	5.68
11.29	0.41	-0.27	7.67	9.67	5.68
11.30	0.41	-0.27	7.67	9.67	5.68
11.31	0.41	-0.27	7.67	9.67	5.69
11.31	0.41	-0.27	7.68	9.67	5.69
11.32	0.41	-0.27	7.68	9.67	5.69
11.32	0.41	-0.27	7.68	9.67	5.69
11.33	0.41	-0.27	7.68	9.67	5.69
11.33	0.41	-0.27	7.69	9.67	5.69
11.34	0.41	-0.27	7.68	9.68	5.68
11.34	0.41	-0.27	7.69	9.67	5.69
11.35	0.41	-0.27	7.69	9.67	5.70
11.36	0.41	-0.27	7.69	9.67	5.70
11.36	0.41	-0.27	7.69	9.66	5.70
11.37	0.41	-0.27	7.70	9.67	5.69
11.37	0.41	-0.27	7.70	9.67	5.69
11.38	0.41	-0.27	7.70	9.67	5.70
11.38	0.41	-0.27	7.70	9.66	5.70
11.39	0.41	-0.27	7.71	9.66	5.71
11.39	0.41	-0.27	7.71	9.66	5.71
11.40	0.41	-0.27	7.71	9.67	5.71
11.41	0.41	-0.27	7.72	9.66	5.71
11.41	0.41	-0.27	7.72	9.66	5.71
11.42	0.41	-0.27	7.72	9.67	5.71
11.42	0.41	-0.27	7.72	9.66	5.71
11.43	0.41	-0.27	7.72	9.67	5.71
11.43	0.41	-0.27	7.73	9.67	5.71
11.44	0.41	-0.27	7.73	9.66	5.71
11.44	0.41	-0.27	7.73	9.67	5.71
11.45	0.41	-0.27	7.74	9.67	5.71
11.46	0.41	-0.27	7.74	9.67	5.71
11.46	0.41	-0.27	7.74	9.67	5.71
11.47	0.41	-0.27	7.74	9.67	5.71
11.47	0.41	-0.27	7.74	9.67	5.71
11.48	0.41	-0.27	7.75	9.67	5.72
11.48	0.41	-0.27	7.75	9.67	5.71
11.49	0.41	-0.27	7.75	9.67	5.71
11.49	0.41	-0.27	7.75	9.67	5.71
11.50	0.41	-0.27	7.76	9.67	5.71
11.51	0.41	-0.27	7.76	9.67	5.72
11.51	0.41	-0.27	7.76	9.67	5.71
11.52	0.41	-0.27	7.76	9.67	5.72
11.52	0.41	-0.27	7.77	9.67	5.72
11.53	0.41	-0.27	7.77	9.67	5.72
11.53	0.41	-0.27	7.77	9.67	5.72
11.54	0.42	-0.27	7.77	9.66	5.73
11.54	0.42	-0.27	7.77	9.67	5.73
11.55	0.42	-0.27	7.78	9.68	5.72
11.56	0.42	-0.27	7.78	9.68	5.71
11.56	0.42	-0.27	7.78	9.69	5.71
11.57	0.42	-0.27	7.78	9.69	5.71
11.57	0.42	-0.27	7.78	9.68	5.71
11.58	0.42	-0.27	7.79	9.67	5.72
11.58	0.42	-0.27	7.79	9.66	5.74
11.59	0.42	-0.27	7.79	9.67	5.73
11.59	0.42	-0.27	7.80	9.68	5.72
11.60	0.42	-0.28	7.80	9.68	5.71
11.61	0.42	-0.28	7.80	9.68	5.72
11.61	0.42	-0.28	7.80	9.67	5.73
11.62	0.42	-0.28	7.80	9.66	5.74
11.62	0.42	-0.28	7.81	9.67	5.73
11.63	0.42	-0.28	7.81	9.67	5.73
11.63	0.42	-0.28	7.81	9.68	5.72
11.64	0.42	-0.28	7.81	9.68	5.72
11.64	0.42	-0.28	7.81	9.67	5.73
11.65	0.42	-0.28	7.82	9.66	5.74
11.66	0.42	-0.28	7.82	9.67	5.74
11.66	0.42	-0.28	7.82	9.67	5.74
11.67	0.42	-0.28	7.83	9.67	5.74
11.67	0.42	-0.28	7.83	9.67	5.74
11.68	0.42	-0.28	7.83	9.67	5.74
11.68	0.42	-0.28	7.83	9.66	5.75
11.69	0.42	-0.28	7.83	9.66	5.75
11.69	0.42	-0.28	7.84	9.67	5.75
11.70	0.42	-0.28	7.84	9.67	5.74
11.71	0.42	-0.28	7.84	9.68	5.74
11.71	0.42	-0.28	7.84	9.68	5.74
11.72	0.42	-0.28	7.85	9.67	5.75
11.72	0.42	-0.28	7.85	9.66	5.76
11.73	0.42	-0.28	7.85	9.67	5.75
11.73	0.42	-0.28	7.85	9.67	5.75
11.74	0.42	-0.28	7.85	9.68	5.74
11.74	0.42	-0.28	7.86	9.68	5.74
11.75	0.42	-0.28	7.86	9.67	5.75
11.76	0.42	-0.28	7.86	9.66	5.76
11.76	0.42	-0.28	7.87	9.66	5.76
11.77	0.42	-0.28	7.87	9.67	5.76
11.77	0.42	-0.28	7.87	9.67	5.75
11.78	0.42	-0.28	7.87	9.68	5.75
11.78	0.42	-0.28	7.87	9.67	5.75
11.79	0.42	-0.28	7.88	9.67	5.76
11.79	0.42	-0.28	7.88	9.66	5.77
11.80	0.42	-0.28	7.88	9.65	5.77
11.81	0.42	-0.28	7.88	9.67	5.76
11.81	0.42	-0.28	7.88	9.67	5.76
11.82	0.43	-0.28	7.89	9.67	5.76
11.82	0.43	-0.28	7.89	9.68	5.75
11.83	0.43	-0.28	7.89	9.67	5.76
11.83	0.43	-0.28	7.89	9.66	5.77
11.84	0.43	-0.28	7.89	9.65	5.78
11.84	0.43	-0.28	7.90	9.66	5.77
11.85	0.43	-0.28	7.90	9.68	5.76
11.86	0.43	-0.28	7.90	9.68	5.75
11.86	0.43	-0.28	7.90	9.68	5.76
11.87	0.43	-0.28	7.91	9.67	5.76
11.87	0.43	-0.28	7.91	9.66	5.77
11.88	0.43	-0.28	7.91	9.67	5.77
11.88	0.43	-0.28	7.91	9.67	5.77
11.89	0.43	-0.28	7.92	9.67	5.77
11.89	0.43	-0.28	7.92	9.67	5.76
11.90	0.43	-0.28	7.92	9.67	5.77
11.91	0.43	-0.28	7.93	9.66	5.78
11.91	0.43	-0.28	7.92	9.66	5.78
11.92	0.43	-0.28	7.93	9.67	5.78
11.92	0.43	-0.28	7.93	9.67	5.77
11.93	0.43	-0.28	7.93	9.67	5.77
11.93	0.43	-0.28	7.93	9.67	5.78
11.94	0.43	-0.28	7.94	9.66	5.78
11.94	0.43	-0.28	7.94	9.66	5.79
11.95	0.43	-0.28	7.94	9.66	5.78
11.96	0.43	-0.28	7.95	9.67	5.78
11.96	0.43	-0.28	7.95	9.67	5.78
11.97	0.43	-0.28	7.95	9.67	5.78
11.97	0.43	-0.28	7.95	9.67	5.78
11.98	0.43	-0.28	7.95	9.68	5.78
11.98	0.43	-0.28	7.96	9.68	5.78
11.99	0.43	-0.28	7.95	9.67	5.78
11.99	0.43	-0.29	7.96	9.67	5.79
12.00	0.43	-0.29	7.96	9.66	5.79
12.01	0.43	-0.29	7.96	9.66	5.80
12.01	0.43	-0.29	7.97	9.67	5.79
12.02	0.43	-0.29	7.97	9.68	5.78
12.02	0.43	-0.29	7.97	9.68	5.78
12.03	0.43	-0.29	7.97	9.68	5.78
12.03	0.43	-0.29	7.97	9.67	5.79
12.04	0.43	-0.29	7.98	9.67	5.79
12.04	0.43	-0.29	7.98	9.66	5.80
12.05	0.43	-0.29	7.98	9.66	5.80
12.06	0.43	-0.29	7.99	9.67	5.80
12.06	0.43	-0.29	7.99	9.67	5.79
12.07	0.43	-0.29	7.99	9.68	5.79
12.07	0.43	-0.29	7.99	9.67	5.79
12.08	0.43	-0.29	7.99	9.67	5.80
12.08	0.43	-0.29	8.00	9.67	5.80
12.09	0.44	-0.29	8.00	9.66	5.80
12.09	0.44	-0.29	8.00	9.67	5.80
12.10	0.44	-0.29	8.00	9.68	5.79
12.11	0.44	-0.29	8.01	9.68	5.78
12.11	0.44	-0.29	8.01	9.68	5.79
12.12	0.44	-0.29	8.01	9.67	5.80
12.12	0.44	-0.29	8.01	9.66	5.81
12.13	0.44	-0.29	8.01	9.67	5.80
12.13	0.44	-0.29	8.02	9.68	5.80
12.14	0.44	-0.29	8.02	9.68	5.79
12.14	0.44	-0.29	8.02	9.68	5.79
12.15	0.44	-0.29	8.02	9.67	5.80
12.16	0.44	-0.29	8.03	9.66	5.81
12.16	0.44	-0.29	8.02	9.67	5.81
12.17	0.44	-0.29	8.03	9.68	5.80
12.17	0.44	-0.29	8.03	9.68	5.80
12.18	0.44	-0.29	8.03	9.68	5.80
12.18	0.44	-0.29	8.03	9.67	5.81
12.19	0.44	-0.29	8.04	9.66	5.82
12.19	0.44	-0.29	8.04	9.67	5.81
12.20	0.44	-0.29	8.04	9.67	5.81
12.21	0.44	-0.29	8.04	9.67	5.81
12.21	0.44	-0.29	8.05	9.67	5.81
